ElapsedTimeSeconds,ImpactPoint,ImpactNormal
4.582000,X=6251.734 Y=29742.102 Z=61.914,X=0.000 Y=1.000 Z=0.000
4.590000,X=6253.784 Y=29742.109 Z=61.972,X=0.000 Y=1.000 Z=0.000
4.598000,X=6255.793 Y=29742.117 Z=62.039,X=0.000 Y=1.000 Z=0.000
4.606000,X=6257.806 Y=29742.121 Z=62.107,X=0.000 Y=1.000 Z=0.000
4.616000,X=6259.779 Y=29742.121 Z=62.170,X=0.000 Y=1.000 Z=0.000
4.624000,X=6261.753 Y=29742.123 Z=62.231,X=0.000 Y=1.000 Z=0.000
4.632000,X=6263.690 Y=29742.123 Z=62.287,X=0.000 Y=1.000 Z=0.000
4.640000,X=6265.635 Y=29742.123 Z=62.339,X=0.000 Y=1.000 Z=0.000
4.649000,X=6267.552 Y=29742.123 Z=62.387,X=0.000 Y=1.000 Z=0.000
4.657000,X=6269.481 Y=29742.125 Z=62.423,X=0.000 Y=1.000 Z=0.000
4.683000,X=6273.316 Y=29742.125 Z=62.477,X=0.000 Y=1.000 Z=0.000
4.858000,X=6269.789 Y=29742.150 Z=59.751,X=0.000 Y=1.000 Z=0.000
4.885000,X=6271.615 Y=29742.129 Z=59.733,X=0.000 Y=1.000 Z=0.000
